length;mse;model
17;nan;(((0.8399143219 * X2) + (-1.0355287790)) + ((((((3.8055393696 * X1) * ((-0.0155240512) * X1)) * log(abs((0.0001955889 * X1)))) + (1.2075093985 * X2)) + ((-0.0439246781) * X1)) ^ exp(((-0.1245955750) * X2))))
3;nan;((6.7887220383 * X2) ^ 0.5275512934)
4;inf;(log(abs((12.3228559494 * X1))) + (0.8917977214 * X2))
2;inf;exp((0.2324333042 * X2))
11;inf;(((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.3407581151) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.2715920806 * X1) * (1.3465714455 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.7674629092 * X2))
8;inf;((((2.5460271835 * X1) * (0.1622206718 * X1)) * exp(((-0.2855945528) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((1.4620456696 * X1) * (5.5942749977 * X1)) + (33.9956474304 * X2))))
16;inf;(((-0.3858378828) + ((0.3593711555 * X2) + (((((0.2345583439 * X1) * (0.8512309790 * X1)) + (0.4697277546 * X2)) + ((-0.0215238631) * X1)) ^ exp(((-0.1733661294) * X2))))) * 2.0464239120)
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + ((-0.0439435020) * X1)) + (1.1632953882 * X2)) ^ exp(((-0.1238009185) * X2))) + (0.8291514516 * X2)) + log(abs(0.4147703350)))
12;inf;(((0.8289602399 * X2) + (-0.8795073032)) + ((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) ^ exp(((-0.1247138828) * X2))))
9;nan;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3356759846) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;((((-0.0053803921) * X1) * ((-37.9011573792) * X1)) + (0.9301272035 * X2))
14;nan;(((0.8292663097 * X2) + (-0.8800572157)) + (((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2012192011 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1263796091) * X2))))
13;inf;((((((1.4426950216 * X1) * (0.2867350876 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1247138828) * X2))) + (0.8291514516 * X2)) + log(abs(0.4148054719)))
20;nan;((((-0.5908101201) + ((((((0.0949597135 * X1) * (1.4356302023 * X1)) + (0.3969743848 * X2)) + ((-0.0148980990) * X1)) ^ exp(((-0.2633706331) * X2))) * exp((0.1036053225 * X2)))) * 2.9073367119) + exp((0.0983857065 * X2)))
1;3.603003281207405;5.5323452950
19;nan;(((((((((-0.0082718376) * X1) * ((-72.0037460327) * X1)) + (1.3598233461 * X2)) + ((-0.0646361858) * X1)) ^ exp(((-0.2062894106) * X2))) * (0.6709464192 + (0.2184258848 * X2))) + (0.6140584946 * X2)) + log(abs(0.4692910314)))
18;inf;(((-0.7559832931) + ((((((0.1691694558 * X1) * (2.7218661308 * X1)) + (1.0685241222 * X2)) + ((-0.0500684977) * X1)) ^ exp(((-0.2138765901) * X2))) * (0.8733377457 + (0.2422823012 * X2)))) + (0.5715103745 * X2))
17;nan;((((((((3.8027656078 * X1) * ((-0.0131118586) * X1)) * log(abs(((-0.0000536128) * X1)))) + (1.2005944252 * X2)) + ((-0.0439371392) * X1)) ^ exp(((-0.1248394549) * X2))) + (0.8382339478 * X2)) + (-1.0114159584))
3;2.339913011890946;((6.2831854820 * X2) ^ 0.5251677632)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.8968759179 * X2))
2;10.91108234515999;exp((0.2329671532 * X2))
11;nan;(((((2.3587484360 * X1) * (0.1756648123 * X1)) * exp(((-0.3426546454) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0096498998) * X1) * ((-37.9011573792) * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.7703855038 * X2))
8;inf;((((2.3587484360 * X1) * (0.1756648123 * X1)) * exp(((-0.2855945528) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((2.2454102039 * X1) * (4.5071253777 * X1)) + (36.6115608215 * X2))))
16;nan;(((-0.4014124870) + ((0.3741558194 * X2) + ((((0.4910621047 * X2) + (((-0.0079342183) * X1) * ((-26.0132961273) * X1))) + ((-0.0222326312) * X1)) ^ exp(((-0.1704925299) * X2))))) * 1.9810214043)
15;inf;(((((((4.4072527885 * X1) * (0.0937289074 * X1)) + (1.1645971537 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8292880654 * X2) + (-0.8797169328)) + ((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1244752109) * X2))))
9;inf;((((0.2293935418 * X1) * (1.1306450367 * X1)) * exp(((-0.3359932005) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;((((-0.0053803921) * X1) * ((-37.2285079956) * X1)) + (0.9143790007 * X2))
14;nan;(((0.8289602399 * X2) + (-0.8795073032)) + ((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2012192011 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))))
13;nan;((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1247053221) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;inf;(((-0.8728438616) + (((((((2.6265978813 * X1) * (0.2080088258 * X1)) + (1.2499241829 * X2)) + 0.1508254856) + ((-0.0592861250) * X1)) ^ exp(((-0.2121355385) * X2))) * (0.7315892577 + (0.2414079458 * X2)))) + (0.5980849266 * X2))
1;4.0197402765410954;4.8867931366
19;nan;(((((((((-0.0072011780) * X1) * ((-80.1813354492) * X1)) + (1.3201171160 * X2)) + ((-0.0626710877) * X1)) ^ exp(((-0.2073886991) * X2))) * (0.6922576427 + (0.2220015526 * X2))) + (0.6084761024 * X2)) + log(abs(0.4694268703)))
18;nan;(((-0.7689639926) + (((((((-0.0156590473) * X1) * ((-32.8821144104) * X1)) + ((-0.0558204092) * X1)) + (1.2151356936 * X2)) ^ exp(((-0.2045714110) * X2))) * (0.7800755501 + (0.2155036330 * X2)))) + (0.6040859222 * X2))
17;inf;(((-0.2737533152) + ((((((0.1121337563 * X1) * (1.2974212170 * X1)) + (0.4682447612 * X2)) + ((-0.0158827640) * X1)) ^ exp(((-0.2656055987) * X2))) * exp((0.1294449568 * X2)))) * 2.7146573067)
3;nan;((8.4433212280 * X2) ^ 0.5237470865)
4;inf;(log(abs(((-8.5891399384) * X1))) + (0.8976978660 * X2))
2;inf;exp((0.2330502868 * X2))
11;inf;((((-2.2269477844) + (((-2.0452160835) * X1) * ((-0.2081944793) * X1))) * exp(((-0.3407581151) * X2))) + sqrt((7.8712048531 * X2)))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.7674629092 * X2))
8;inf;(((((-0.0097424928) * X1) * ((-41.0766296387) * X1)) * exp(((-0.2593495548) * X2))) + (1.0859802961 * X2))
6;inf;log(abs((((1.9635996819 * X1) * (4.5071253777 * X1)) + (37.0268669128 * X2))))
16;inf;(((-0.4198516309) + ((0.3916643560 * X2) + (((((0.2390252054 * X1) * (0.8967697620 * X1)) + (0.5164105892 * X2)) + ((-0.0230732448) * X1)) ^ exp(((-0.1673481613) * X2))))) * 1.9094485044)
15;nan;(((((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1645971537 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8292663097 * X2) + (-0.8800572157)) + (((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1645883322 * X2)) ^ exp(((-0.1244752109) * X2))))
9;nan;(sqrt((6.2326984406 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2764954567) * X2))))
5;inf;((((-0.0053803921) * X1) * ((-37.5862922668) * X1)) + (0.9260404706 * X2))
14;nan;(((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
13;inf;((((((2.5741376877 * X1) * (0.1623783112 * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;((log(abs(0.7945702672)) + (((((((-0.0065108133) * X1) * ((-19.8847084045) * X1)) + (0.3839343786 * X2)) + ((-0.0171398669) * X1)) ^ exp(((-0.2785476148) * X2))) * exp((0.1185825467 * X2)))) * ((0.0023853295 * X1) + 3.0439505577))
1;3.928581712129405;4.9617500305
19;nan;(((((((((-0.0072011780) * X1) * ((-80.1813354492) * X1)) + (1.3201171160 * X2)) + ((-0.0626710877) * X1)) ^ exp(((-0.2070211023) * X2))) * (0.6922576427 + (0.2220015526 * X2))) + (0.6084761024 * X2)) + log(abs(0.4694268703)))
18;inf;(((-0.7696434259) + ((((((6.1172685623 * X1) * (0.0783802494 * X1)) + (1.1347848177 * X2)) + ((-0.0520660728) * X1)) ^ exp(((-0.2062070966) * X2))) * ((0.2193739414 * X2) + 0.8419357538))) + (0.5952786207 * X2))
17;nan;(((((exp((log(abs((0.6921420097 * X1))) * 1.8749974966)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
3;2.072821493722895;((7.4708623886 * X2) ^ 0.5222283006)
4;inf;((0.8983830810 * X2) + log(abs(((-2.2305054665) * X1))))
2;10.719019900304232;exp((0.2357516885 * X2))
11;nan;(((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.3426546454) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.1813484728 * X1) * (2.0043575764 * X1)) + (0.6274289489 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.7703855038 * X2))
8;inf;(((((-0.0100462968) * X1) * ((-41.2299003601) * X1)) * exp(((-0.2593495548) * X2))) + (1.1235936880 * X2))
6;inf;log(abs((((2.4595906734 * X1) * (4.1910572052 * X1)) + (37.0268669128 * X2))))
16;nan;(((-0.4404169321) + ((0.4112315774 * X2) + ((((((-0.0046895538) * X1) * ((-47.6085853577) * X1)) + (0.5448264480 * X2)) + ((-0.0240122285) * X1)) ^ exp(((-0.1640495658) * X2))))) * 1.8345611095)
15;inf;(log(abs(0.4138478935)) + ((((((4.4072527885 * X1) * (0.0937289074 * X1)) + ((-0.0439915806) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247132123) * X2))) + (0.8296557665 * X2)))
12;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1243566573) * X2))) + (0.8288236856 * X2)) + (-0.8822721839))
9;inf;(sqrt((6.2326984406 * X2)) + (((1.5400243998 * X1) * (0.1684971005 * X1)) * exp(((-0.2763275504) * X2))))
5;inf;((0.9094204903 * X2) + (((-0.0070486334) * X1) * ((-28.1458549500) * X1)))
14;nan;(((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1262806505) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
13;nan;((((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;inf;(((-0.7565101385) + (((((((2.0555894375 * X1) * (0.2896882594 * X1)) + (0.4556794167 * X2)) + (0.9038569331 * X2)) + ((-0.0646221936) * X1)) ^ exp(((-0.2062963396) * X2))) * (0.6710864305 + (0.2184489965 * X2)))) + (0.6140204072 * X2))
1;6.61528750862425;3.7967514992
19;inf;(((-0.7885667682) + ((((((1.4857467413 * X1) * (0.2582590580 * X1)) + (0.9775463343 * X2)) + ((-0.0416067503) * X1)) ^ exp(((-0.2078117877) * X2))) * exp(((0.1443120092 * X2) ^ 0.7153438926)))) + (0.5422296524 * X2))
18;nan;(((-0.7549207807) + (((((((-0.0053685312) * X1) * ((-84.6798248291) * X1)) + (1.0534348488 * X2)) + ((-0.0494474284) * X1)) ^ exp(((-0.2149858475) * X2))) * (0.8843089938 + (0.2456142008 * X2)))) + (0.5674547553 * X2))
17;inf;(((((exp((log(abs((0.6921420097 * X1))) * 1.8749974966)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1249003112) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
3;nan;((11.5051841736 * X2) ^ 0.5200681090)
4;inf;(log(abs(((-4.1705036163) * X1))) + (0.7227957845 * X2))
2;inf;exp((0.2377964705 * X2))
11;inf;(((((1.5203154087 * X1) * (0.2824146152 * X1)) * exp(((-0.3426546454) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.1729944944 * X1) * (2.0994572639 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1263796091) * X2))) + (0.7703855038 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2865769565) * X2))) + (1.1228830814 * X2))
6;inf;log(abs((((1.4620456696 * X1) * (5.5942749977 * X1)) + (34.5294418335 * X2))))
16;inf;(((0.8391372561 * X2) + (-1.0245776176)) + (((exp((log(abs((0.6938759685 * X1))) * 1.8685594797)) + ((-0.0572007038) * X1)) + (1.1946887970 * X2)) ^ exp(((-0.1247002855) * X2))))
15;nan;((((((1.1636345387 * X2) + ((3.0784609318 * X1) * (0.1345806718 * X1))) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1262714714) * X2))) + (0.8288236856 * X2)) + (-0.8822721839))
9;nan;((((4.4557456970 * X1) * (0.0701707080 * X1)) * exp(((-0.3471885324) * X2))) + sqrt((6.2347302437 * X2)))
5;inf;((((-0.0053803921) * X1) * ((-37.5862922668) * X1)) + (0.9275628328 * X2))
14;nan;(((0.8391372561 * X2) + (-1.0245790482)) + (((((3.0784609318 * X1) * (0.1345806718 * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1247135922) * X2))))
13;nan;(((((((-0.0112556899) * X1) * ((-36.9276542664) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
20;nan;(((-0.7562705278) + ((((((((-0.0166810919) * X1) * ((-35.0282936096) * X1)) + ((-0.0286485329) * X1)) + (1.3349375725 * X2)) + ((-0.0347713158) * X1)) ^ exp(((-0.2070377320) * X2))) * (0.6840826273 + (0.2208246589 * X2)))) + (0.6104515791 * X2))
1;3.8624118819273106;5.0230231285
19;nan;(((-0.2293394357) + ((((((((-0.0033147754) * X1) * ((-38.9903755188) * X1)) + (0.3828046322 * X2)) + ((-0.0166491438) * X1)) ^ exp(((-0.2787418664) * X2))) + (0.0009556509 * X1)) * exp((0.1184386835 * X2)))) * 3.0485653877)
18;nan;(((-0.7571373582) + (((((((-0.0052596037) * X1) * ((-84.9919586182) * X1)) + (1.0408400297 * X2)) + ((-0.0486116856) * X1)) ^ exp(((-0.2142504603) * X2))) * ((0.2431942225 * X2) + 0.9003331661))) + (0.5680892467 * X2))
17;nan;(((-0.2287095338) + ((((((1.7814855576 * X1) * (0.0724379420 * X1)) + (0.3816504478 * X2)) + ((-0.0141282510) * X1)) ^ exp(((-0.2725436091) * X2))) * exp((0.1183171570 * X2)))) * 3.0519330502)
3;2.2255756831051023;((6.8582243919 * X2) ^ 0.5174748302)
4;inf;((0.9094204903 * X2) + log(abs(((-2.2305054665) * X1))))
2;10.571469767546503;exp((0.2378995717 * X2))
11;nan;((((-2.2258009911) + ((2.3373599052 * X1) * (0.1810045987 * X1))) * exp(((-0.3472003043) * X2))) + sqrt((8.0575456619 * X2)))
10;inf;(((((0.1729944944 * X1) * (2.0994572639 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1261364818) * X2))) + (0.7703855038 * X2))
8;inf;(((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) * exp(((-0.2870264351) * X2))) + (1.1238536835 * X2))
6;inf;log(abs((((1.4620456696 * X1) * (5.5942749977 * X1)) + (34.8290328979 * X2))))
16;nan;(((-0.4613263011) + ((0.4310547709 * X2) + (((((0.0609352402 * X1) * (3.8122811317 * X1)) + (0.5737880468 * X2)) + ((-0.0249639377) * X1)) ^ exp(((-0.1609477997) * X2))))) * 1.7643426657)
15;inf;(log(abs(0.4138478935)) + ((((((1.4857467413 * X1) * (0.2777028084 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1247132123) * X2))) + (0.8296557665 * X2)))
12;nan;(((0.8292188048 * X2) + (-0.8792264462)) + ((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1606996059 * X2)) ^ exp(((-0.1238009185) * X2))))
9;inf;((((4.4557456970 * X1) * (0.0701707080 * X1)) * exp(((-0.3471885324) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;(((3.7033092976 * X1) * (0.0572309531 * X1)) + (0.8893810511 * X2))
14;nan;(((((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1247135922) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
13;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2012192011 * X2)) ^ exp(((-0.1249003112) * X2))) + (0.8288236856 * X2)) + log(abs(0.4158256948)))
20;nan;(((-0.7563088536) + ((((((((-0.0185078401) * X1) * ((-31.5825958252) * X1)) + (1.3353810310 * X2)) + ((-0.0500693023) * X1)) + ((-0.0133700641) * X1)) ^ exp(((-0.2070110738) * X2))) * (0.6836581230 + (0.2207467407 * X2)))) + (0.6105605960 * X2))
1;4.51007394569884;6.4847474098
19;inf;((((((((2.5515532494 * X1) * (0.2228935808 * X1)) + (1.3088488579 * X2)) + ((-0.0616773963) * X1)) ^ exp(((-0.2067323923) * X2))) * (0.7023478150 + (0.2207694203 * X2))) + (0.6079473495 * X2)) + log(abs(0.4684083462)))
18;nan;(((-0.7579216957) + ((((((0.5813992620 * X1) * (0.7606062293 * X1)) + (1.0315803289 * X2)) + ((-0.0480849594) * X1)) ^ exp(((-0.2141343504) * X2))) * ((0.2427473366 * X2) + 0.9102146626))) + (0.5675405264 * X2))
17;inf;(((-0.2292036563) + ((((((0.0958646536 * X1) * (1.3445317745 * X1)) + (0.3815441728 * X2)) + ((-0.0183127094) * X1)) ^ exp(((-0.2786191404) * X2))) * exp((0.1183171570 * X2)))) * 3.0437901020)
3;nan;((7.8936533928 * X2) ^ 0.5155773163)
4;inf;(log(abs(((-2.2305054665) * X1))) + (0.9143790007 * X2))
2;inf;exp((0.2398330271 * X2))
11;inf;(((((2.6552436352 * X1) * (0.1555672735 * X1)) * exp(((-0.3426546454) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.2715920806 * X1) * (1.3465714455 * X1)) + (0.6262974143 * X2)) ^ exp(((-0.1245955750) * X2))) + (0.7674629092 * X2))
8;inf;((1.1239676476 * X2) + (((2.3225119114 * X1) * (0.1782129556 * X1)) * exp(((-0.2878323495) * X2))))
6;inf;log(abs((((1.3116962910 * X1) * (6.2333111763 * X1)) + (34.9587402344 * X2))))
16;inf;(((((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0438735075) * X1)) + (1.1645971537 * X2)) ^ exp(((-0.1263804734) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
15;nan;(((((((2.6552436352 * X1) * (0.1555672735 * X1)) + (1.1645883322 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1244752109) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((0.8259650469 * X2) + (-0.9600636363)) + (((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1245955750) * X2))))
9;nan;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3377523124) * X2))) + sqrt((6.2326984406 * X2)))
5;inf;((((-0.0090626907) * X1) * ((-20.3068580627) * X1)) + (0.7711994648 * X2))
14;nan;(((0.8391372561 * X2) + (-1.0245776176)) + (((((2.3373599052 * X1) * (0.1810045987 * X1)) + ((-0.0437439978) * X1)) + (1.2045940161 * X2)) ^ exp(((-0.1247002855) * X2))))
13;nan;(((((((-0.0109901940) * X1) * ((-37.9011573792) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1253114194) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
20;nan;(((-0.7564036846) + (((((((2.8893103600 * X1) * (0.2033238560 * X1)) + (1.3418066502 * X2)) + ((-0.0563941412) * X1)) + ((-0.0073566609) * X1)) ^ exp(((-0.2068053186) * X2))) * (0.6800293922 + (0.2200930566 * X2)))) + (0.6115403175 * X2))
1;3.8424301659975377;5.0430321693
19;nan;(((-0.2471334636) + (((((((-0.2120810747) * X1) * ((-0.6487742662) * X1)) + (0.4088122845 * X2)) + ((-0.0150610339) * X1)) ^ exp(((-0.2755132318) * X2))) * exp((0.1551335901 * X2)))) * (((-0.0841536075) * X2) + 2.8753824234))
18;nan;(((-0.7574661970) + (((((((-0.0043622344) * X1) * ((-101.3385238647) * X1)) + (1.0304456949 * X2)) + ((-0.0480621457) * X1)) ^ exp(((-0.2143500298) * X2))) * (0.9099244475 + (0.2434670031 * X2)))) + (0.5668910146 * X2))
17;nan;(((0.8418909311 * X2) + (-1.0630717278)) + ((((((4.1243457794 * X1) * ((-0.0168245584) * X1)) * log(abs(((-0.0005429994) * X1)))) + (1.2156616449 * X2)) + ((-0.0439157076) * X1)) ^ exp(((-0.1243440062) * X2))))
3;2.087664612245927;((8.6948938370 * X2) ^ 0.5142599940)
4;inf;(log(abs(((-7.5497078896) * X1))) + (0.7143709064 * X2))
2;10.405742197546124;exp((0.2403224558 * X2))
11;nan;(((((2.3587484360 * X1) * (0.1756648123 * X1)) * exp(((-0.3460848927) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;((((((-0.0096498998) * X1) * ((-38.9761962891) * X1)) + (0.6345083117 * X2)) ^ exp(((-0.1247002855) * X2))) + (0.7675073743 * X2))
8;inf;(((((-2.1148412228) * X1) * ((-0.1953275055) * X1)) * exp(((-0.2880603671) * X2))) + (1.1238733530 * X2))
6;inf;log(abs((((1.5400243998 * X1) * (5.5557599068 * X1)) + (36.6115608215 * X2))))
16;nan;(((((exp((log(abs((0.6912260652 * X1))) * 1.8764129877)) + ((-0.0439453125) * X1)) + (1.1606981754 * X2)) ^ exp(((-0.1262680590) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
15;nan;((((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2012192011 * X2)) + ((-0.0532152951) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8288236856 * X2)) * log(abs(0.4158256948)))
12;nan;(((((((-0.0140253566) * X1) * ((-29.4515762329) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1245955750) * X2))) + (0.8296596408 * X2)) + (-0.8822721839))
9;inf;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3377523124) * X2))) + sqrt((6.2347302437 * X2)))
5;inf;((((-0.0070486334) * X1) * ((-28.9302864075) * X1)) + (0.8539808989 * X2))
14;inf;(((0.8391372561 * X2) + (-1.0245790482)) + (((((2.3373599052 * X1) * (0.1810045987 * X1)) + ((-0.0439435020) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261364818) * X2))))
13;nan;(((((((-0.0112556899) * X1) * ((-36.9276542664) * X1)) + (1.2040612698 * X2)) ^ exp(((-0.1261365265) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
20;nan;(((-0.7560122013) + (((((((2.4353857040 * X1) * (0.2344825864 * X1)) + (1.3059749603 * X2)) + ((-0.0451381952) * X1)) + ((-0.0168578662) * X1)) ^ exp(((-0.2078934163) * X2))) * (0.7002854943 + (0.2235811949 * X2)))) + (0.6062019467 * X2))
1;4.168858553055205;4.7801113129
19;nan;(((-0.7644998431) + (((((((-0.0067536202) * X1) * ((-59.9108695984) * X1)) + (0.9974710941 * X2)) + ((-0.0441122837) * X1)) ^ exp(((-0.2247850150) * X2))) * ((0.3800328374 * X2) + exp(((-0.1146940142) * X2))))) + (0.4833327234 * X2))
18;nan;(((-0.7550307512) + ((((((3.9193341732 * X1) * (0.1084200591 * X1)) + (0.9891191721 * X2)) + ((-0.0462361947) * X1)) ^ exp(((-0.2165531516) * X2))) * ((0.2497404963 * X2) + 0.9474368691))) + (0.5576955676 * X2))
17;inf;(((((exp((log(abs((0.6922776699 * X1))) * 1.8745564222)) + ((-0.0438735075) * X1)) + (1.1633005142 * X2)) ^ exp(((-0.1247135922) * X2))) + (0.8392435312 * X2)) + log(abs(0.3588926792)))
3;nan;((7.6919007301 * X2) ^ 0.5132693648)
4;inf;(log(abs((12.6498889923 * X1))) + (0.9231189489 * X2))
2;inf;exp((0.2404005229 * X2))
11;inf;(((((2.6552436352 * X1) * (0.1557947844 * X1)) * exp(((-0.3460848927) * X2))) + sqrt((13.5544357300 * X2))) + (-2.3872332573))
10;inf;(((((0.2715920806 * X1) * (1.3465714455 * X1)) + (0.6344148517 * X2)) ^ exp(((-0.1220583469) * X2))) + (0.7674629092 * X2))
8;inf;((((0.6969442368 * X1) * (0.5943051577 * X1)) * exp(((-0.2881353199) * X2))) + (1.1235852242 * X2))
6;inf;log(abs((((1.4770755768 * X1) * (5.8398356438 * X1)) + (37.1326522827 * X2))))
16;inf;(((-0.4198516309) + ((0.3916643560 * X2) + (((((0.2390252054 * X1) * (0.8967697620 * X1)) + (0.5164105892 * X2)) + ((-0.0230732448) * X1)) ^ exp(((-0.1631443501) * X2))))) * 1.9094485044)
15;nan;(((((((2.5460271835 * X1) * (0.1622206718 * X1)) + (1.1636886597 * X2)) + ((-0.0569209680) * X1)) ^ exp(((-0.1263804734) * X2))) + (0.8291514516 * X2)) + log(abs(0.4147703350)))
12;inf;(((0.8386385441 * X2) + (-1.0214923620)) + ((((2.3587484360 * X1) * (0.1756648123 * X1)) + (1.2012192011 * X2)) ^ exp(((-0.1245838404) * X2))))
9;nan;((((2.5222549438 * X1) * (0.1028997973 * X1)) * exp(((-0.3380253613) * X2))) + sqrt((6.2347302437 * X2)))
5;inf;(((2.5222549438 * X1) * (0.1028997973 * X1)) + (1.0859802961 * X2))
14;nan;(((0.8392431140 * X2) + (-1.0247366428)) + (((((3.7033092976 * X1) * (0.1134670675 * X1)) + ((-0.0439453125) * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1217943281) * X2))))
13;inf;((((((2.6552436352 * X1) * (0.1557947844 * X1)) + (1.2040598392 * X2)) ^ exp(((-0.1238009185) * X2))) + (0.8291514516 * X2)) + log(abs(0.4147703350)))
20;nan;(((-0.7559247017) + (((((((0.6198673248 * X1) * (0.9117404222 * X1)) + (1.2931884527 * X2)) + ((-0.0471925288) * X1)) + ((-0.0141700944) * X1)) ^ exp(((-0.2082621157) * X2))) * (0.7078251243 + (0.2247703820 * X2)))) + (0.6043167114 * X2))
1;4.116340428548542;4.8158693314
