length;mse;model
14;nan;((((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2)))) + 7.2737975121)
20;nan;(7.2378172874 + ((((exp((0.9538245797 * X2)) + ((((-10.3527259827) * X1) + exp((0.0000354467 * X1))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2))))
1;9.38739915263054;8.2199878693
13;inf;((0.0249172412 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0361370556) * X1) * ((exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2)) * (0.5921862125 * X1)))))
19;nan;((((exp((0.9457321763 * X2)) + ((((-12.5368576050) * X1) + sqrt(exp((0.0029656850 * X1)))) * (0.2539889812 * X1))) * (0.0174621139 * X1)) + (2.7858333588 * X1)) * (exp((0.1359701604 * X2)) + ((-0.3675909638) * X2)))
9;inf;(exp((((-0.0290525537) * X1) * (0.7358193398 * X1))) * ((2.9214611053 * X1) * exp(((-0.2820672095) * X2))))
8;nan;((2.2059288025 * X1) * (log(abs(log(abs((0.0344631933 * X1))))) * exp(((-0.2638953328) * X2))))
11;inf;(((2.9036712646 * X1) * exp(((-0.4412002563) * X2))) * ((((-0.0149116069) * X1) * (1.5650551319 * X1)) + exp((0.1358262599 * X2))))
12;inf;(((2.8292748928 * X1) * exp(((-0.3604637086) * X2))) * ((((-0.0290525537) * X1) * (0.7358193398 * X1)) + (1.0307340622 + (0.0958823487 * X2))))
5;inf;((0.7404273748 ^ (0.8404333591 * X2)) * (1.9119179249 * X1))
4;inf;((1.9118883610 * X1) * exp(((-0.2525695264) * X2)))
3;47.71245727882596;(1.0468610525 ^ ((-0.5036791563) * X1))
2;47.71511094410679;exp(((-0.0245345272) * X1))
16;47.348407411881;exp(((0.0087775951 * X1) * ((exp(((-0.2405882031) * X2)) + (((-0.0305086914) * X1) * ((exp(((-0.2154869139) * X2)) + ((-0.0393074155) * X2)) * (0.5921862125 * X1)))) + ((-0.0149834342) * X2))))
7;nan;(log(abs(((-0.0231130030) * X1))) * (((-0.7836545706) * X1) * exp(((-0.2614826262) * X2))))
18;nan;((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp((0.0031153995 * X1))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)))
17;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + (0.7446176410 * X1)) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
14;47.35142185330524;exp(((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3936681151) * X2)))) + exp(((-0.3039087951) * X2)))))
6;nan;(((-0.2110789865) * X1) * (log(abs(((-0.0001287351) * X1))) + (0.9956139922 * X2)))
15;nan;((((2.9174599648 * X1) * exp(((-0.3775146604) * X2))) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (exp((0.0033232940 * X1)) + (0.0921581239 * X2)))) + 7.2481713295)
20;nan;(7.2478857040 + ((((exp((0.9434020519 * X2)) + ((((-25.7675075531) * X1) + exp((0.4684787095 * X2))) * (0.1247091517 * X1))) * (0.0172579903 * X1)) + (2.7831766605 * X1)) * (exp((0.1355506331 * X2)) + ((-0.3664632142) * X2))))
1;8.430196748490134;7.2416205406
14;47.35155259910803;exp(((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3888703883) * X2)))) + exp(((-0.3039087951) * X2)))))
19;nan;((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp(exp((0.1356204748 * X2)))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)))
9;inf;(exp((((-0.0322949439) * X1) * (0.6530527472 * X1))) * ((2.6447501183 * X1) * exp(((-0.2718899846) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(log(abs(((-0.0307196695) * X1))))) * exp(((-0.3030254841) * X2))))
11;nan;(((-0.0626153946) * X1) * (exp(((-0.3039087951) * X2)) + (((-0.0105114523) * X1) * ((2.0463860035 * X1) * exp(((-0.3604637086) * X2))))))
12;inf;((exp(exp((0.0692665800 * X2))) + (((-0.0496151261) * X1) * (1.1590952873 * X1))) * ((1.0799709558 * X1) * exp(((-0.3909119368) * X2))))
4;inf;((1.9110425711 * X1) * exp(((-0.2523351014) * X2)))
3;inf;(0.9530791640 ^ ((-0.2795975804) * X1))
2;47.734329142803226;exp(((-0.0248220861) * X1))
15;47.37626346702652;sqrt(exp(((0.0087775951 * X1) * (((0.0402186736 * X1) * ((((-0.5357990265) * X1) + 0.0823313817) * exp(((-0.3936681151) * X2)))) + exp(((-0.3039087951) * X2))))))
13;inf;((2.0463860035 * X1) * (exp(((-0.3025172353) * X2)) + (((-0.0363670923) * X1) * ((exp(((-0.3647457957) * X2)) + ((-0.0019945460) * X2)) * (0.5921862125 * X1)))))
7;nan;(log(abs(((-0.0229842886) * X1))) * (((-0.7819790840) * X1) * exp(((-0.2613649964) * X2))))
18;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp((0.3985422552 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
17;nan;((((((-0.0310946237) * X1) * (0.7341285944 * X1)) + exp((0.0084726354 * X1))) * ((2.6005446911 * X1) * (exp(((-0.2826772034) * X2)) + ((-0.0221093670) * X2)))) + (7.2274956703 + (0.2927019596 * X1)))
6;nan;((log(abs(((-0.0034543315) * X1))) + (0.6378990412 * X2)) * ((-0.3172379136) * X1))
16;nan;((7.2657680511 + (0.2918476760 * X1)) + ((((((-0.0602522008) * X1) * (0.7202248573 * X1)) * (1.4366738796 * X1)) + (2.6002259254 * X1)) * (exp(((-0.2759695649) * X2)) + ((-0.0219795983) * X2))))
20;nan;(7.2480592728 + ((((exp((0.9501401186 * X2)) + ((((-26.3633689880) * X1) + exp((0.4722153842 * X2))) * (0.1255398691 * X1))) * (0.0167941749 * X1)) + (2.7859063148 * X1)) * (exp((0.1356242448 * X2)) + ((-0.3667028844) * X2))))
1;11.620564678189286;5.4554605484
14;inf;((((2.8292748928 * X1) * exp(((-0.3738808334) * X2))) * ((((-0.0305086914) * X1) * (0.7353974581 * X1)) + (1.0307340622 + (0.0958823487 * X2)))) + 7.2737975121)
19;nan;((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp(exp(((-0.2822305858) * X2)))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2)))
9;66.88097564282418;(((-0.9283998013) * X1) * (exp((((-0.0251936838) * X1) * (1.0505617857 * X1))) * exp(((-0.2622030973) * X2))))
8;nan;(log(abs(log(abs(((-0.0250350088) * X1))))) * ((2.9214611053 * X1) * exp(((-0.3025172353) * X2))))
11;nan;(((2.7864265442 * X1) * exp(((-0.3888207078) * X2))) * ((((-0.0292253103) * X1) * (0.7569627762 * X1)) + exp((0.0767030045 * X2))))
12;inf;(((2.8639354706 * X1) * exp(((-0.3889685273) * X2))) * ((((-0.0247589834) * X1) * (0.8581523895 * X1)) + (0.9605819583 + (0.1229698956 * X2))))
4;inf;((1.9108171463 * X1) * exp(((-0.2521620393) * X2)))
3;inf;exp(exp((0.0069027003 * X1)))
2;inf;exp((0.0150981508 * X1))
15;28.775191009481862;exp(exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.0797036216 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2))))))
13;inf;((0.0018202404 * X1) * (((0.0068910639 * X1) * ((((-3.1301636696) * X1) + (0.7580727339 * X2)) * exp(((-0.3853346407) * X2)))) + exp(((-0.3025172353) * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * exp(((-0.2570610046) * X2))))
18;nan;((((exp((0.9533671737 * X2)) + ((((-10.3527259827) * X1) + exp((0.0150981508 * X1))) * (0.3247889280 * X1))) * (0.0164832361 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3666882515) * X2)))
17;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + (0.7010098696 * X1)) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
6;nan;(((-0.2170598954) * X1) * (log(abs((0.0001653550 * X1))) + (0.9556912184 * X2)))
16;inf;(((exp(exp((0.0692665800 * X2))) + (((-0.0496151261) * X1) * (1.1590952873 * X1))) * ((1.0799709558 * X1) * (exp(((-0.3594311178) * X2)) + ((-0.0034191958) * X2)))) + 7.2732367516)
20;nan;(7.2716226578 + ((((exp((0.9521970153 * X2)) + ((((-8.8480443954) * X1) + exp(((-0.1945338547) * X1))) * (0.3772039711 * X1))) * (0.0165552683 * X1)) + (2.7849390507 * X1)) * (exp((0.1355252117 * X2)) + ((-0.3664472103) * X2))))
1;8.430253361004654;7.2340965271
14;47.35215247744677;exp(((0.0087775951 * X1) * ((exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2))))
19;nan;((((((-0.0300624706) * X1) * (0.7341285944 * X1)) + exp((0.0042213933 * X1))) * (((-0.1477456242) + (2.6018462181 * X1)) * (exp(((-0.2827808857) * X2)) + ((-0.0220168326) * X2)))) + (7.2816333771 + (0.2932499945 * X1)))
9;inf;(exp((((-0.0308879260) * X1) * (0.6851285100 * X1))) * ((2.9214611053 * X1) * exp(((-0.2695591748) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * (1.1256440878 ^ ((-2.3221652508) * X2))))
11;nan;(((-0.8082255721) * X1) * (exp(((-0.2882872224) * X2)) + (((-0.0361647531) * X1) * (exp(((-0.3770682216) * X2)) * (0.5921862125 * X1)))))
12;47.35081674733963;exp(((0.0087775951 * X1) * (exp(((-0.2883096933) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3775146604) * X2)) * (0.5921862125 * X1))))))
5;inf;((1.9102059603 * X1) * (0.8325175047 ^ (1.3750934601 * X2)))
4;inf;((1.9102580547 * X1) * exp(((-0.2520555854) * X2)))
2;47.72278324881124;exp(((-0.0251936838) * X1))
15;28.77328086349041;exp(exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3033444881) * X2))))))
13;inf;((0.0087775951 * X1) * ((exp(((-0.2753113806) * X2)) + (((-0.0361370556) * X1) * (exp(((-0.3604637086) * X2)) * (0.5921862125 * X1)))) + ((-0.0023384835) * X2)))
7;nan;(log(abs(((-0.0229293592) * X1))) * (((-0.7889521718) * X1) * exp(((-0.2607956827) * X2))))
18;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + exp(((-0.2731730938) * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
17;nan;((exp((0.0029656850 * X1)) + (0.2913901210 * X1)) + ((((((-0.0589321814) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.5995450020 * X1)) * (exp(((-0.2703327835) * X2)) + ((-0.0220402367) * X2))))
6;nan;(((-0.2102759331) * X1) * (log(abs(((-0.0001272811) * X1))) + (0.9936052561 * X2)))
16;nan;((((2.9165413380 * X1) * (0.6567353606 ^ (0.8876922131 * X2))) * ((((-0.0291151255) * X1) * (0.7341285944 * X1)) + (exp((0.0031153988 * X1)) + (0.0921587422 * X2)))) + 7.2481713295)
20;nan;(7.2360281944 + ((((exp((0.9387038946 * X2)) + ((((-9.6169939041) * X1) + exp((0.2798090875 * X2))) * (0.3296269476 * X1))) * (0.0174106024 * X1)) + (2.7747118473 * X1)) * (exp((0.1344279945 * X2)) + ((-0.3638789058) * X2))))
1;9.357526609204266;8.2046003342
15;inf;(7.2736573219 + (((exp(((-0.2883446515) * X2)) + (((-0.0361415185) * X1) * (exp(((-0.3776287735) * X2)) * (0.5921862125 * X1)))) + ((-0.0023364355) * X2)) * (2.9337403774 * X1)))
19;nan;((((exp((0.9538245797 * X2)) + ((((-8.0582866669) * X1) + (0.7292486429 ^ (0.8685116768 * X2))) * (0.4171480238 * X1))) * (0.0165226385 * X1)) + (2.7860922813 * X1)) * (exp((0.1356204748 * X2)) + ((-0.3667160869) * X2)))
9;inf;(exp((((-0.0240482967) * X1) * (0.8809100389 * X1))) * ((2.9214611053 * X1) * exp(((-0.2826772034) * X2))))
8;nan;(((-0.9227771759) * X1) * (log(abs(((-0.0307196695) * X1))) * (0.7331857085 ^ (0.8876922131 * X2))))
10;nan;((((((-0.0101875374) * X1) * (1.7059481144 * X1)) * (2.4989535809 * X1)) + (2.5985059738 * X1)) * exp(((-0.2629972994) * X2)))
11;inf;((exp((0.0767030045 * X2)) + (((-0.0291151013) * X1) * (0.7341285944 * X1))) * (exp(((-0.3908242583) * X2)) * (0.5921862125 * X1)))
4;inf;((1.9083319902 * X1) * exp(((-0.2518940270) * X2)))
2;inf;exp((0.0155038657 * X1))
16;nan;(((exp(exp((0.0728134066 * X2))) + (((-0.0498849787) * X1) * (1.1590952873 * X1))) * ((1.0815296173 * X1) * (exp(((-0.3638479710) * X2)) + ((-0.0032584849) * X2)))) + 7.2731070518)
12;inf;(((2.8319392204 * X1) * exp(((-0.3875048161) * X2))) * ((((-0.0280077234) * X1) * (0.7694339752 * X1)) + (0.9723880291 + (0.1232621670 * X2))))
7;nan;(log(abs(((-0.0227360390) * X1))) * (((-0.7885872126) * X1) * exp(((-0.2606271207) * X2))))
18;nan;((((exp((0.9411455393 * X2)) + ((((-10.1975049973) * X1) + exp(((-0.0050863535) * X1))) * (0.3229115605 * X1))) * (0.0172915235 * X1)) + (2.7825548649 * X1)) * (exp((0.1353840828 * X2)) + ((-0.3660041988) * X2)))
14;inf;((((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * ((((-0.0300624706) * X1) * (0.7341285944 * X1)) + (1.0307340622 + (0.0958823487 * X2)))) + 7.2481713295)
6;nan;(((-0.2131467164) * X1) * (log(abs(((-0.0001422866) * X1))) + (0.9769214392 * X2)))
17;nan;((6.2136740685 + exp((0.1195103377 * X1))) + ((((((-0.0546545275) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.7065141201 * X1)) * (exp(((-0.2616439462) * X2)) + ((-0.0125203775) * X2))))
20;nan;(7.2488627434 + ((((exp((0.9512109160 * X2)) + ((((-28.1198101044) * X1) + exp((0.4811296165 * X2))) * (0.1186211929 * X1))) * (0.0166153461 * X1)) + (2.7856662273 * X1)) * (exp((0.1355149746 * X2)) + ((-0.3664209843) * X2))))
1;9.719709325681134;8.3771877289
16;nan;((7.2721009254 + (0.2906152606 * X1)) + (((log(abs(log(abs(((-0.1727031469) * X1))))) * (0.6412659883 * X1)) + (2.3032801151 * X1)) * (exp(((-0.2734089792) * X2)) + ((-0.0220171269) * X2))))
19;nan;(7.2363891602 + ((((exp((0.9514037371 * X2)) + ((((-9.9531908035) * X1) + 0.5634070635) * (0.3341090381 * X1))) * (0.0166978780 * X1)) + (2.7855606079 * X1)) * (exp((0.1356152892 * X2)) + ((-0.3666895628) * X2))))
8;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * (0.7292486429 ^ (0.8685116768 * X2))))
7;nan;(((-0.9283998013) * X1) * (log(abs((0.0165552683 * X1))) * exp(((-0.2748995125) * X2))))
9;67.28698926023317;(((-0.9283998013) * X1) * (exp((((-0.0300624706) * X1) * (0.7341285944 * X1))) * exp(((-0.2622030973) * X2))))
10;nan;(((((1.1863780022 * X1) * (1.7469799519 * X1)) * ((-0.0209026597) * X1)) + (2.5969493389 * X1)) * exp(((-0.2629912198) * X2)))
2;inf;exp((0.0166948345 * X1))
14;nan;(7.2378172874 + (((2.8292748928 * X1) * exp(((-0.3773337901) * X2))) * ((((-4.4002599716) * X1) * (0.0049544894 * X1)) + (1.0307340622 + (0.0958823487 * X2)))))
11;inf;(((2.7861056328 * X1) * exp(((-0.3740162849) * X2))) * ((((-4.4002599716) * X1) * (0.0049544894 * X1)) + exp((0.0876854956 * X2))))
6;nan;(((-0.2087782323) * X1) * (log(abs((0.0001224670 * X1))) + (0.9950116873 * X2)))
17;inf;((((exp((0.1183807477 * X2)) + ((-0.0707783401) * X2)) + (((-0.0299073402) * X1) * (0.6925110221 * X1))) * ((2.9381353855 * X1) * (exp(((-0.3425145149) * X2)) + ((-0.0047798185) * X2)))) + 7.2732067108)
12;inf;(((-0.0626153946) * X1) * (exp(((-0.3039087951) * X2)) + (((-0.0105114523) * X1) * ((2.0463860035 * X1) * (1.7933894396 ^ ((-0.6168442965) * X2))))))
4;inf;((1.9101355076 * X1) * exp(((-0.2517644763) * X2)))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp(((-0.2718899846) * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
20;nan;(7.2380619049 + ((((exp((0.9543550014 * X2)) + ((((-11.3308286667) * X1) + exp(((-0.0038130160) * X1))) * (0.3028599918 * X1))) * (0.0161634404 * X1)) + (2.7846758366 * X1)) * (exp((0.1352599263 * X2)) + ((-0.3657699823) * X2))))
2;47.805952672366246;exp(((-0.0307196695) * X1))
18;nan;((((exp((0.9545415640 * X2)) + ((((-8.9077968597) * X1) + exp(((-0.2751986980) * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7862999439 * X1)) * (exp((0.1356069744 * X2)) + ((-0.3666882515) * X2)))
19;nan;((((exp((0.9538245797 * X2)) + ((((-8.9077968597) * X1) + (1.6349517107 ^ ((-0.5607457757) * X2))) * (0.3790642023 * X1))) * (0.0164508503 * X1)) + (2.7859561443 * X1)) * (exp((0.1355414540 * X2)) + ((-0.3665064871) * X2)))
7;nan;(log(abs(((-0.0188460536) * X1))) * (((-0.7352775931) * X1) * exp(((-0.2601442337) * X2))))
6;nan;((log(abs(((-0.0001157929) * X1))) + (1.0024610758 * X2)) * ((-0.2072973847) * X1))
8;nan;(((-0.9283998013) * X1) * (log(abs(((-0.0307196695) * X1))) * (0.7330903411 ^ (0.8880243897 * X2))))
9;inf;(exp((((-0.0233585816) * X1) * (1.0505617857 * X1))) * ((2.1372265816 * X1) * exp(((-0.2405882031) * X2))))
14;nan;((0.2933468819 * X1) + ((((((-0.0589013658) * X1) * (0.7282894254 * X1)) * (1.3827095032 * X1)) + (2.6010987759 * X1)) * (exp(((-0.3033444881) * X2)) + ((-0.0223271735) * X2))))
12;inf;(((2.9532778263 * X1) * exp(((-0.3937690556) * X2))) * ((((-0.0240674708) * X1) * (0.8581941128 * X1)) + (0.9284918308 + (0.1271892637 * X2))))
10;inf;(((0.3226968646 * X1) * exp(((-0.2629838288) * X2))) * ((((-4.4002599716) * X1) * (0.0303460620 * X1)) + 8.0377616882))
4;inf;((1.8678754568 * X1) * exp(((-0.2405882031) * X2)))
16;47.388517290464975;sqrt(sqrt(exp(((0.0087775951 * X1) * (((0.0079055270 * X1) * ((((-2.7327327728) * X1) + (0.2609191537 * X2)) * exp(((-0.3941689134) * X2)))) + exp(((-0.3039087951) * X2)))))))
11;nan;((1.1256440878 ^ ((-2.3221652508) * X2)) * (((((-0.0505417101) * X1) * (0.7306964993 * X1)) * (1.3708856106 * X1)) + (2.8284614086 * X1)))
20;nan;(7.2377386093 + ((((exp((0.9534175396 * X2)) + ((((-12.7142457962) * X1) + exp(((-0.2863205671) * X1))) * (0.2706352770 * X1))) * (0.0161185618 * X1)) + (2.7839138508 * X1)) * (exp((0.1351264417 * X2)) + ((-0.3654118776) * X2))))
2;48.53590804336832;exp(((-0.1137792394) * X1))
